customer_id,customer_name,total_sales,sales_rank
RD-19810,Ross DeVincentis,1137.6159999999998,596
CW-11905,Carl Weiss,1136.592,597
JS-15685,Jim Sink,1131.0639999999999,598
DV-13045,Darrin Van Huff,1119.4830000000002,599
AB-10165,Alan Barnes,1113.838,600
TM-21490,Tony Molinari,1094.6779999999999,601
JO-15550,Jesus Ocampo,1090.838,602
SW-20245,Scot Wooten,1085.078,603
JF-15490,Jeremy Farry,1082.918,604
DB-13360,Dennis Bolton,1081.466,605
DW-13195,David Wiener,1080.751,606
CS-12490,Cindy Schnelling,1077.2285000000002,607
PC-19000,Pauline Chand,1061.488,608
DP-13165,David Philippe,1058.616,609
JC-15385,Jenna Caffey,1058.1080000000002,610
PO-19195,Phillina Ober,1056.8580000000002,611
AA-10375,Allen Armold,1056.39,612
VS-21820,Vivek Sundaresam,1055.9809999999998,613
AR-10345,Alex Russell,1055.694,614
DP-13000,Darren Powers,1050.636,615
DH-13675,Duane Huffman,1043.096,616
SM-20905,Susan MacKendrick,1043.0410000000002,617
EM-14095,Eudokia Martin,1041.042,618
TC-21145,Theresa Coyne,1038.26,619
MK-18160,Mike Kennedy,1031.6019999999999,620
TH-21235,Tiffany House,1022.2010000000001,621
SW-20350,Sean Wendt,1019.0439999999998,622
LS-17200,Luke Schmidt,1010.2560000000001,623
RB-19330,Randy Bradley,1008.1959999999999,624
LS-17245,Lynn Smith,1008.1359999999999,625
BG-11740,Bruce Geld,1006.356,626
VP-21730,Victor Preis,993.9019999999999,627
KB-16600,Ken Brennan,983.922,628
BP-11050,Barry Pond,983.4199999999998,629
TS-21340,Toby Swindell,974.7819999999999,630
RD-19930,Russell D'Ascenzo,970.9420000000001,631
AB-10150,Aimee Bixby,966.7099999999998,632
RC-19825,Roy Collins,966.4089999999999,633
SS-20875,Sung Shariari,964.6360000000001,634
JH-15910,Jonathan Howell,959.4770000000002,635
JF-15295,Jason Fortune-,955.124,636
RP-19270,Rachel Payne,954.6451999999999,637
BS-11800,Bryan Spruell,949.43,638
RF-19840,Roy Französisch,945.222,639
EB-13930,Eric Barreto,944.6000000000001,640
MF-17665,Maureen Fritzler,937.039,641
EM-13960,Eric Murdock,933.704,642
AC-10420,Alyssa Crouse,925.8,643
EH-14185,Evan Henry,923.884,644
MO-17500,Mary O'Rourke,922.487,645
AB-10255,Alejandro Ballentine,914.5319999999998,646
KB-16405,Katrina Bavinger,908.8209999999999,647
CG-12040,Catherine Glotzbach,904.468,648
SC-20575,Sonia Cooley,902.7280000000001,649
JB-15925,Joni Blumstein,900.552,650
HZ-14950,Henia Zydlo,886.5199999999999,651
AB-10015,Aaron Bergman,886.156,652
RC-19960,Ryan Crowe,885.752,653
CS-12130,Chad Sievert,884.64,654
HE-14800,Harold Engle,883.5320000000002,655
SK-19990,Sally Knutson,883.409,656
RE-19450,Richard Eichhorn,876.696,657
JM-15655,Jim Mitchum,864.9470000000001,658
JR-15700,Jocasta Rupert,863.88,659
AF-10885,Art Foster,861.5649999999999,660
JC-16105,Julie Creighton,858.576,661
MS-17980,Michael Stewart,855.1160000000001,662
VF-21715,Vicky Freymann,847.944,663
VG-21790,Vivek Gonzalez,846.0100000000001,664
CS-12175,Charles Sheldon,844.4580000000001,665
TB-21355,Todd Boyes,834.328,666
AS-10630,Ann Steele,833.398,667
EH-13990,Erica Hackney,825.9499999999999,668
TB-21190,Thomas Brumley,816.174,669
AM-10360,Alice McCarthy,814.0120000000001,670
BM-11575,Brendan Murry,808.1619999999999,671
DK-13150,David Kendrick,797.832,672
MC-17635,Matthew Clasen,795.1540000000001,673
BF-11275,Beth Fritzler,791.9899999999999,674
HG-14845,Harry Greene,785.628,675
MG-17890,Michael Granlund,776.384,676
MM-18280,Muhammed MacIntyre,775.4140000000001,677
SF-20065,Sandra Flanagan,763.5459999999998,678
SW-20755,Steven Ward,758.696,679
LP-17080,Liz Pelletier,756.606,680
Dl-13600,Dorris liebe,755.602,681
IG-15085,Ivan Gibson,744.574,682
BB-10990,Barry Blumstein,744.3399999999999,683
TC-21535,Tracy Collins,742.558,684
ML-18040,Michelle Lonsdale,742.082,685
RH-19555,Ritsa Hightower,740.382,686
PB-18805,Patrick Bzostek,740.356,687
AH-10585,Angele Hood,738.504,688
HM-14980,Henry MacAllister,736.276,689
PH-18790,Patricia Hirasaki,729.648,690
PA-19060,Pete Armstrong,729.408,691
JJ-15445,Jennifer Jackson,709.1780000000001,692
JD-16060,Julia Dunbar,695.4420000000001,693
PB-19105,Peter Bühler,688.324,694
EH-13945,Eric Hoffmann,684.171,695
TR-21325,Toby Ritter,675.942,696
AG-10330,Alex Grayson,660.972,697
BK-11260,Berenike Kampe,659.138,698
BD-11770,Bryan Davis,658.466,699
AC-10660,Anna Chung,657.316,700
AW-10840,Anthony Witt,649.376,701
LO-17170,Lori Olson,644.35,702
JB-16000,Joy Bell-,644.1188,703
CD-11980,Carol Darley,639.766,704
MR-17545,Mathew Reese,639.178,705
AJ-10960,Astrea Jones,629.2479999999999,706
RR-19315,Ralph Ritter,615.932,707
SS-20515,Shirley Schmidt,613.4000000000001,708
BT-11440,Bobby Trafton,603.876,709
BF-10975,Barbara Fisher,599.798,710
MZ-17335,Maria Zettner,593.606,711
DL-13330,Denise Leinenbach,585.02,712
AS-10240,Alan Shonely,584.6080000000001,713
BD-11635,Brian Derr,582.646,714
NK-18490,Neil Knudson,572.048,715
CM-11935,Carlos Meador,565.392,716
CS-12460,Chuck Sachs,550.6440000000001,717
CS-11860,Cari Schnelling,537.6320000000001,718
JH-15820,John Huston,528.9100000000001,719
RB-19570,Rob Beeghly,528.546,720
AY-10555,Andy Yotov,497.01400000000007,721
CR-12625,Corey Roper,475.9,722
MS-17530,MaryBeth Skach,475.65599999999995,723
JS-15940,Joni Sundaresam,469.169,724
EC-14050,Erin Creighton,461.914,725
KM-16660,Khloe Miller,453.538,726
KW-16570,Kelly Williams,449.09600000000006,727
TT-21265,Tim Taslimi,439.5,728
ST-20530,Shui Tom,433.34,729
VG-21805,Vivek Grady,427.372,730
SS-20590,Sonia Sunley,418.49,731
BT-11485,Brad Thomas,415.19599999999997,732
MH-17440,Mark Haberlin,400.016,733
BW-11065,Barry Weirich,385.516,734
JD-16015,Joy Daniels,385.43,735
JK-15325,Jason Klamczynski,383.812,736
VM-21835,Vivian Mathis,380.69,737
NF-18475,Neil Französisch,377.16200000000003,738
MS-17830,Melanie Seite,370.348,739
LS-17230,Lycoris Saunders,368.88,740
AG-10300,Aleksandra Gannaway,367.548,741
EM-14200,Evan Minnotte,366.822,742
HJ-14875,Heather Jas,358.1,743
DW-13540,Don Weiss,344.08000000000004,744
LT-16765,Larry Tron,329.876,745
BD-11560,Brendan Dodson,320.53999999999996,746
LH-17020,Lisa Hazard,318.239,747
JH-15430,Jennifer Halladay,309.281,748
JM-15580,Jill Matthias,303.948,749
CM-12445,Chuck Magee,287.98999999999995,750
LH-16750,Larry Hughes,287.426,751
SC-20845,Sung Chung,280.632,752
SC-20800,Stuart Calhoun,279.256,753
NB-18580,Nicole Brennan,273.87199999999996,754
BF-11080,Bart Folk,272.95,755
DD-13570,Dorothy Dickinson,269.54200000000003,756
BN-11470,Brad Norvell,265.296,757
AR-10510,Andrew Roberts,264.86400000000003,758
HD-14785,Harold Dahlen,251.36,759
SM-20005,Sally Matthias,244.494,760
PL-18925,Paul Lucas,239.48100000000002,761
GP-14740,Guy Phonely,236.53,762
EM-14065,Erin Mull,228.99,763
GT-14755,Guy Thornton,226.43599999999998,764
RB-19645,Robert Barroso,221.08399999999997,765
HH-15010,Hilary Holden,218.668,766
AG-10390,Allen Goldenen,200.945,767
JJ-15760,Joel Jenkins,195.0,768
AG-10765,Anthony Garverick,170.58399999999997,769
ML-18265,Muhammed Lee,162.232,770
AO-10810,Anthony O'Donnell,161.28,771
PT-19090,Pete Takahito,160.572,772
DA-13450,Dianna Arnett,156.76,773
MO-17950,Michael Oakman,154.288,774
GH-14665,Greg Hansen,146.94080000000002,775
PB-19210,Phillip Breyer,132.738,776
BO-11425,Bobby Odegard,130.83,777
EL-13735,Ed Ludwig,124.28,778
CC-12550,Clay Cheatham,113.832,779
RM-19750,Roland Murray,98.35,780
KS-16300,Karen Seio,88.47200000000001,781
AR-10570,Anemone Ratner,88.15,782
FW-14395,Fred Wasserman,79.75,783
JC-15340,Jasper Cacioppo,71.26299999999999,784
AS-10135,Adrian Shami,58.82,785
LB-16735,Larry Blacks,50.188,786
RE-19405,Ricardo Emerson,48.36,787
SG-20890,Susan Gilcrest,47.946,788
RS-19870,Roy Skaria,22.328,789
MG-18205,Mitch Gastineau,16.739,790
CJ-11875,Carl Jackson,16.52,791
LD-16855,Lela Donovan,5.304,792
TS-21085,Thais Sissman,4.833,793
