customer_id,customer_name,order_id,order_date,sales,order_row_number
DB-13060,Dave Brooks,CA-2017-121258,2/26/2017,29.6,12
DB-13060,Dave Brooks,CA-2014-128146,6/21/2014,3.76,13
DB-13120,David Bremer,CA-2015-101889,12/27/2015,1548.99,1
DB-13120,David Bremer,US-2017-148551,1/12/2017,760.98,2
DB-13120,David Bremer,CA-2015-161998,5/1/2015,172.704,3
DB-13120,David Bremer,CA-2015-124653,12/24/2015,132.79,4
DB-13120,David Bremer,CA-2015-130204,9/3/2015,129.45,5
DB-13120,David Bremer,CA-2015-161998,5/1/2015,63.552,6
DB-13120,David Bremer,CA-2015-161998,5/1/2015,41.376,7
DB-13120,David Bremer,CA-2015-130204,9/3/2015,31.44,8
DB-13120,David Bremer,CA-2015-124653,12/24/2015,21.56,9
DB-13120,David Bremer,CA-2015-101889,12/27/2015,19.872,10
DB-13120,David Bremer,CA-2015-130204,9/3/2015,17.9,11
DB-13120,David Bremer,CA-2015-124653,12/24/2015,12.96,12
DB-13120,David Bremer,CA-2017-160514,11/12/2017,10.56,13
DB-13120,David Bremer,CA-2015-136700,12/6/2015,8.96,14
DB-13210,Dean Braden,CA-2016-158778,9/5/2016,887.271,1
DB-13210,Dean Braden,CA-2017-165841,12/21/2017,281.97,2
DB-13210,Dean Braden,CA-2017-165841,12/21/2017,166.44,3
DB-13210,Dean Braden,CA-2015-157812,3/22/2015,129.568,4
DB-13210,Dean Braden,CA-2016-122448,6/9/2016,122.352,5
DB-13210,Dean Braden,US-2016-162677,3/26/2016,119.976,6
DB-13210,Dean Braden,CA-2017-109960,12/9/2017,104.88,7
DB-13210,Dean Braden,CA-2017-152709,10/7/2017,85.52,8
DB-13210,Dean Braden,CA-2016-158778,9/5/2016,71.246,9
DB-13210,Dean Braden,CA-2017-165841,12/21/2017,69.5,10
DB-13210,Dean Braden,US-2016-162677,3/26/2016,67.64,11
DB-13210,Dean Braden,CA-2016-158778,9/5/2016,58.248,12
DB-13210,Dean Braden,US-2016-134761,11/30/2016,36.192,13
DB-13210,Dean Braden,CA-2017-109960,12/9/2017,34.7,14
DB-13210,Dean Braden,CA-2017-109960,12/9/2017,33.72,15
DB-13210,Dean Braden,CA-2015-157812,3/22/2015,18.392,16
DB-13210,Dean Braden,CA-2017-109960,12/9/2017,14.94,17
DB-13210,Dean Braden,CA-2015-157812,3/22/2015,14.112,18
DB-13210,Dean Braden,CA-2016-158778,9/5/2016,7.872,19
DB-13210,Dean Braden,CA-2016-149370,9/15/2016,5.344,20
DB-13210,Dean Braden,CA-2016-108567,5/20/2016,2.694,21
DB-13270,Deborah Brumfield,CA-2016-163804,12/2/2016,2079.4,1
DB-13270,Deborah Brumfield,CA-2017-122504,11/7/2017,761.544,2
DB-13270,Deborah Brumfield,CA-2016-163804,12/2/2016,629.95,3
DB-13270,Deborah Brumfield,CA-2017-154011,6/19/2017,457.485,4
DB-13270,Deborah Brumfield,CA-2016-143609,12/11/2016,403.92,5
DB-13270,Deborah Brumfield,CA-2014-107181,2/4/2014,82.896,6
DB-13270,Deborah Brumfield,CA-2016-163804,12/2/2016,72.42,7
DB-13270,Deborah Brumfield,CA-2017-122504,11/7/2017,59.97,8
DB-13270,Deborah Brumfield,US-2016-144477,8/12/2016,37.312,9
DB-13270,Deborah Brumfield,CA-2014-107181,2/4/2014,34.24,10
DB-13270,Deborah Brumfield,CA-2015-118227,4/24/2015,25.99,11
DB-13270,Deborah Brumfield,CA-2017-154011,6/19/2017,6.888,12
DB-13270,Deborah Brumfield,US-2015-141453,11/30/2015,3.882,13
DB-13360,Dennis Bolton,CA-2016-139556,4/26/2016,434.646,1
DB-13360,Dennis Bolton,CA-2017-150623,4/10/2017,286.15,2
DB-13360,Dennis Bolton,CA-2014-100972,11/19/2014,166.44,3
DB-13360,Dennis Bolton,CA-2017-150623,4/10/2017,99.99,4
DB-13360,Dennis Bolton,CA-2016-119123,3/13/2016,51.184,5
DB-13360,Dennis Bolton,CA-2015-143882,6/26/2015,43.056,6
DB-13405,Denny Blanton,CA-2017-157091,6/26/2017,526.45,1
DB-13405,Denny Blanton,CA-2015-129322,8/8/2015,447.86,2
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,119.7,3
DB-13405,Denny Blanton,CA-2015-129322,8/8/2015,113.92,4
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,107.44,5
DB-13405,Denny Blanton,CA-2015-141145,9/17/2015,87.168,6
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,71.6,7
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,59.1,8
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,57.06,9
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,46.53,10
DB-13405,Denny Blanton,CA-2015-129322,8/8/2015,39.66,11
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,18.75,12
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,9.144,13
DB-13405,Denny Blanton,CA-2017-140949,3/17/2017,7.31,14
DB-13555,Dorothy Badders,CA-2017-115882,9/14/2017,942.784,1
DB-13555,Dorothy Badders,CA-2014-136336,4/21/2014,828.84,2
DB-13555,Dorothy Badders,US-2017-133200,5/6/2017,772.68,3
DB-13555,Dorothy Badders,US-2017-133200,5/6/2017,623.4648,4
DB-13555,Dorothy Badders,CA-2017-104885,3/2/2017,441.96,5
DB-13555,Dorothy Badders,CA-2017-115882,9/14/2017,74.352,6
DB-13555,Dorothy Badders,CA-2017-104885,3/2/2017,68.04,7
DB-13555,Dorothy Badders,CA-2017-104885,3/2/2017,59.52,8
DB-13555,Dorothy Badders,CA-2017-104885,3/2/2017,57.96,9
DB-13555,Dorothy Badders,US-2017-133200,5/6/2017,11.06,10
DB-13555,Dorothy Badders,CA-2017-158036,9/8/2017,9.096,11
DB-13555,Dorothy Badders,CA-2014-114314,10/11/2014,8.92,12
DB-13555,Dorothy Badders,CA-2014-114314,10/11/2014,7.31,13
DB-13555,Dorothy Badders,CA-2014-151953,9/20/2014,2.816,14
DB-13615,Doug Bickford,CA-2015-137946,9/1/2015,959.984,1
DB-13615,Doug Bickford,CA-2016-135636,10/8/2016,387.72,2
DB-13615,Doug Bickford,CA-2016-115224,12/8/2016,352.38,3
DB-13615,Doug Bickford,CA-2017-145779,5/6/2017,84.416,4
DB-13615,Doug Bickford,CA-2017-133074,9/21/2017,55.86,5
DB-13615,Doug Bickford,CA-2017-132185,11/27/2017,43.584,6
DB-13615,Doug Bickford,CA-2014-137351,9/30/2014,43.176,7
DB-13615,Doug Bickford,CA-2016-115224,12/8/2016,34.05,8
DB-13615,Doug Bickford,CA-2015-137946,9/1/2015,14.368,9
DB-13615,Doug Bickford,CA-2017-132185,11/27/2017,8.76,10
DB-13615,Doug Bickford,CA-2015-137946,9/1/2015,4.752,11
DB-13660,Duane Benoit,CA-2017-121853,9/23/2017,594.816,1
DB-13660,Duane Benoit,CA-2017-121853,9/23/2017,211.04,2
DB-13660,Duane Benoit,US-2017-105830,12/31/2016,156.512,3
DB-13660,Duane Benoit,CA-2017-121853,9/23/2017,72.96,4
DB-13660,Duane Benoit,CA-2014-104402,6/17/2014,65.97,5
DB-13660,Duane Benoit,CA-2017-105886,12/18/2017,18.96,6
DB-13660,Duane Benoit,CA-2015-111990,11/8/2015,10.476,7
DB-13660,Duane Benoit,CA-2017-101959,2/28/2017,9.84,8
DB-13660,Duane Benoit,CA-2017-101959,2/28/2017,7.78,9
DB-13660,Duane Benoit,CA-2017-101077,3/25/2017,6.848,10
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,1614.582,1
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,423.648,2
DC-12850,Dan Campbell,CA-2016-130911,3/24/2016,301.47,3
DC-12850,Dan Campbell,US-2014-160444,7/5/2014,281.424,4
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,272.048,5
DC-12850,Dan Campbell,US-2014-160444,7/5/2014,220.776,6
DC-12850,Dan Campbell,CA-2017-131016,9/18/2017,47.584,7
DC-12850,Dan Campbell,US-2017-133781,6/22/2017,37.608,8
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,31.984,9
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,24.32,10
DC-12850,Dan Campbell,CA-2016-130911,3/24/2016,18.656,11
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,14.76,12
DC-12850,Dan Campbell,CA-2015-143532,3/19/2015,14.496,13
DC-12850,Dan Campbell,CA-2017-100426,6/4/2017,12.48,14
DC-12850,Dan Campbell,CA-2017-131016,9/18/2017,8.928,15
DC-12850,Dan Campbell,CA-2014-145212,9/13/2014,5.46,16
DC-12850,Dan Campbell,CA-2017-167017,11/23/2017,4.36,17
DC-12850,Dan Campbell,CA-2017-128363,8/13/2017,1.584,18
DC-13285,Debra Catini,CA-2015-117884,3/22/2015,447.944,1
DC-13285,Debra Catini,CA-2017-104003,10/7/2017,307.666,2
DC-13285,Debra Catini,CA-2015-117884,3/22/2015,150.408,3
DC-13285,Debra Catini,CA-2014-106803,12/29/2014,119.8,4
DC-13285,Debra Catini,US-2017-136189,12/7/2017,82.38,5
DC-13285,Debra Catini,CA-2016-137736,11/10/2016,41.86,6
DC-13285,Debra Catini,CA-2014-106803,12/29/2014,24.56,7
DD-13570,Dorothy Dickinson,US-2014-104759,3/31/2014,79.984,1
DD-13570,Dorothy Dickinson,CA-2017-147844,5/2/2017,59.52,2
DD-13570,Dorothy Dickinson,CA-2014-166730,12/30/2014,39.128,3
DD-13570,Dorothy Dickinson,CA-2017-147844,5/2/2017,34.4,4
DD-13570,Dorothy Dickinson,CA-2017-110926,11/19/2017,25.06,5
DD-13570,Dorothy Dickinson,CA-2017-147844,5/2/2017,15.7,6
DD-13570,Dorothy Dickinson,US-2014-104759,3/31/2014,8.134,7
DD-13570,Dorothy Dickinson,US-2016-148334,8/22/2016,4.312,8
DD-13570,Dorothy Dickinson,CA-2017-125640,7/25/2017,3.304,9
DE-13255,Deanra Eno,CA-2015-153381,9/24/2015,1408.1,1
DE-13255,Deanra Eno,CA-2015-142601,4/18/2015,947.17,2
DE-13255,Deanra Eno,CA-2016-126529,1/11/2016,63.312,3
DE-13255,Deanra Eno,CA-2015-142601,4/18/2015,61.96,4
DE-13255,Deanra Eno,CA-2014-109134,11/5/2014,20.04,5
DE-13255,Deanra Eno,CA-2016-126529,1/11/2016,15.588,6
DE-13255,Deanra Eno,CA-2016-126529,1/11/2016,15.552,7
DE-13255,Deanra Eno,CA-2015-153381,9/24/2015,15.24,8
DE-13255,Deanra Eno,CA-2014-123253,8/22/2014,3.912,9
DF-13135,David Flashing,CA-2016-168032,1/30/2016,1439.968,1
DF-13135,David Flashing,CA-2016-168032,1/30/2016,626.1,2
DF-13135,David Flashing,CA-2015-124933,12/26/2015,212.64,3
DF-13135,David Flashing,CA-2014-153479,10/4/2014,95.648,4
DF-13135,David Flashing,CA-2014-153479,10/4/2014,14.45,5
DF-13135,David Flashing,CA-2016-168032,1/30/2016,1.728,6
DG-13300,Deirdre Greer,CA-2017-123372,11/28/2017,1979.89,1
DG-13300,Deirdre Greer,CA-2015-130848,10/25/2015,582.336,2
DG-13300,Deirdre Greer,US-2015-153500,7/3/2015,282.888,3
DG-13300,Deirdre Greer,US-2015-153500,7/3/2015,168.464,4
DG-13300,Deirdre Greer,CA-2017-123372,11/28/2017,79.96,5
DG-13300,Deirdre Greer,CA-2014-139423,11/1/2014,76.12,6
DG-13300,Deirdre Greer,US-2016-106313,8/22/2016,19.44,7
DG-13300,Deirdre Greer,US-2015-153500,7/3/2015,6.72,8
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,1087.936,1
DH-13075,Dave Hallsten,CA-2015-104941,6/13/2015,899.97,2
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,795.48,3
DH-13075,Dave Hallsten,CA-2014-102274,11/21/2014,629.1,4
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,532.72,5
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,199.98,6
DH-13075,Dave Hallsten,CA-2014-102274,11/21/2014,193.95,7
DH-13075,Dave Hallsten,CA-2015-102316,3/1/2015,184.752,8
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,83.92,9
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,49.848,10
DH-13075,Dave Hallsten,CA-2014-102274,11/21/2014,36.99,11
DH-13075,Dave Hallsten,CA-2015-104941,6/13/2015,32.4,12
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,26.72,13
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,26.48,14
DH-13075,Dave Hallsten,CA-2015-104941,6/13/2015,24.78,15
DH-13075,Dave Hallsten,CA-2015-159534,3/20/2015,23.99,16
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,21.56,17
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,20.04,18
DH-13075,Dave Hallsten,CA-2015-104941,6/13/2015,19.14,19
DH-13075,Dave Hallsten,CA-2015-102316,3/1/2015,15.984,20
DH-13075,Dave Hallsten,US-2017-147886,3/28/2017,12.96,21
DH-13075,Dave Hallsten,CA-2016-166240,6/24/2016,8.712,22
DH-13075,Dave Hallsten,CA-2014-102274,11/21/2014,5.46,23
DH-13675,Duane Huffman,CA-2014-105249,11/28/2014,411.332,1
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,211.248,2
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,158.928,3
DH-13675,Duane Huffman,CA-2015-127593,9/21/2015,85.3,4
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,47.96,5
DH-13675,Duane Huffman,CA-2014-105249,11/28/2014,41.4,6
DH-13675,Duane Huffman,CA-2015-145324,11/15/2015,39.96,7
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,31.104,8
DH-13675,Duane Huffman,CA-2014-105249,11/28/2014,7.36,9
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,5.552,10
DH-13675,Duane Huffman,CA-2014-156244,8/12/2014,2.952,11
DJ-13420,Denny Joy,CA-2016-123540,4/2/2016,1454.9,1
DJ-13420,Denny Joy,CA-2015-168004,10/4/2015,392.94,2
DJ-13420,Denny Joy,CA-2014-144071,12/8/2014,79.44,3
DJ-13420,Denny Joy,CA-2015-109736,10/10/2015,45.36,4
DJ-13420,Denny Joy,CA-2014-144071,12/8/2014,39.88,5
DJ-13510,Don Jones,CA-2016-128594,8/26/2016,1603.136,1
DJ-13510,Don Jones,CA-2014-111500,8/17/2014,339.96,2
DJ-13510,Don Jones,CA-2017-156895,5/8/2017,128.058,3
DJ-13510,Don Jones,CA-2014-111500,8/17/2014,114.2,4
DJ-13510,Don Jones,CA-2017-137876,4/30/2017,64.96,5
DJ-13510,Don Jones,US-2017-132220,11/12/2017,62.352,6
DJ-13510,Don Jones,CA-2017-108749,9/12/2017,45.78,7
DJ-13510,Don Jones,CA-2017-108749,9/12/2017,45.36,8
DJ-13510,Don Jones,CA-2017-137876,4/30/2017,30.56,9
DJ-13510,Don Jones,US-2017-118535,2/11/2017,20.7,10
DJ-13510,Don Jones,CA-2014-111500,8/17/2014,17.96,11
DJ-13510,Don Jones,CA-2017-153339,11/3/2017,15.992,12
DJ-13510,Don Jones,CA-2014-111500,8/17/2014,12.67,13
DJ-13630,Doug Jacobs,CA-2017-115602,12/18/2017,1704.56,1
DJ-13630,Doug Jacobs,CA-2017-115602,12/18/2017,1141.938,2
DJ-13630,Doug Jacobs,CA-2015-123232,12/14/2015,319.968,3
DJ-13630,Doug Jacobs,CA-2016-164511,11/19/2016,68.6,4
DJ-13630,Doug Jacobs,CA-2016-164511,11/19/2016,64.96,5
DJ-13630,Doug Jacobs,CA-2017-115602,12/18/2017,38.82,6
DJ-13630,Doug Jacobs,CA-2016-164511,11/19/2016,14.352,7
DJ-13630,Doug Jacobs,CA-2017-115602,12/18/2017,3.2,8
DK-12835,Damala Kotsonis,CA-2017-139199,12/9/2017,872.94,1
DK-12835,Damala Kotsonis,CA-2017-167094,10/21/2017,478.48,2
DK-12835,Damala Kotsonis,US-2015-164448,10/31/2015,427.42,3
DK-12835,Damala Kotsonis,CA-2016-160941,7/21/2016,419.9,4
DK-12835,Damala Kotsonis,CA-2015-147529,2/7/2015,311.15,5
DK-12835,Damala Kotsonis,US-2014-143721,11/23/2014,155.372,6
DK-12835,Damala Kotsonis,CA-2017-149489,4/24/2017,99.28,7
DK-12835,Damala Kotsonis,US-2016-161844,12/9/2016,79.974,8
DK-12835,Damala Kotsonis,CA-2017-104388,7/5/2017,79.96,9
DK-12835,Damala Kotsonis,CA-2016-120082,3/25/2016,59.52,10
DK-12835,Damala Kotsonis,CA-2017-139199,12/9/2017,41.54,11
DK-12835,Damala Kotsonis,CA-2017-168403,9/9/2017,31.104,12
DK-12835,Damala Kotsonis,US-2015-164448,10/31/2015,29.8,13
DK-12835,Damala Kotsonis,CA-2014-141838,3/26/2014,28.784,14
DK-12835,Damala Kotsonis,CA-2017-167094,10/21/2017,28.4,15
DK-12835,Damala Kotsonis,CA-2014-141838,3/26/2014,27.936,16
DK-12835,Damala Kotsonis,US-2015-164448,10/31/2015,14.75,17
DK-12835,Damala Kotsonis,CA-2017-139199,12/9/2017,12.96,18
DK-12835,Damala Kotsonis,CA-2015-147529,2/7/2015,12.96,19
DK-12835,Damala Kotsonis,CA-2017-168403,9/9/2017,11.176,20
DK-12835,Damala Kotsonis,US-2015-164448,10/31/2015,9.728,21
DK-12835,Damala Kotsonis,CA-2017-149489,4/24/2017,7.518,22
DK-12835,Damala Kotsonis,CA-2017-167094,10/21/2017,5.184,23
DK-12835,Damala Kotsonis,CA-2014-141838,3/26/2014,3.36,24
DK-12835,Damala Kotsonis,CA-2016-160941,7/21/2016,3.15,25
DK-12835,Damala Kotsonis,US-2016-161844,12/9/2016,2.946,26
DK-12835,Damala Kotsonis,CA-2017-149489,4/24/2017,1.188,27
DK-12895,Dana Kaydos,CA-2015-105627,3/8/2015,860.93,1
DK-12895,Dana Kaydos,CA-2015-105627,3/8/2015,769.95,2
DK-12895,Dana Kaydos,CA-2015-105627,3/8/2015,512.94,3
DK-12895,Dana Kaydos,CA-2015-105627,3/8/2015,373.08,4
DK-12895,Dana Kaydos,CA-2017-108112,11/15/2017,339.136,5
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,299.99,6
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,242.624,7
DK-12895,Dana Kaydos,CA-2017-108112,11/15/2017,220.064,8
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,192.16,9
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,174.95,10
DK-12895,Dana Kaydos,CA-2015-139738,9/25/2015,128.744,11
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,100.704,12
DK-12895,Dana Kaydos,CA-2017-152310,8/12/2017,46.74,13
DK-12895,Dana Kaydos,CA-2015-105627,3/8/2015,14.98,14
DK-12895,Dana Kaydos,CA-2017-133501,8/27/2017,5.184,15
DK-12985,Darren Koutras,CA-2014-163034,11/24/2014,646.2,1
DK-12985,Darren Koutras,CA-2015-134894,12/7/2015,283.92,2
DK-12985,Darren Koutras,CA-2015-112767,8/2/2015,277.5,3
DK-12985,Darren Koutras,CA-2017-140627,12/23/2017,218.352,4
DK-12985,Darren Koutras,CA-2015-134894,12/7/2015,152.94,5
DK-12985,Darren Koutras,CA-2017-140627,12/23/2017,72.704,6
DK-12985,Darren Koutras,US-2017-141943,5/5/2017,23.16,7
DK-12985,Darren Koutras,CA-2017-140627,12/23/2017,12.264,8
DK-13090,Dave Kipp,CA-2017-100622,11/3/2017,959.984,1
DK-13090,Dave Kipp,CA-2015-110457,3/2/2015,787.53,2
DK-13090,Dave Kipp,CA-2016-134334,2/14/2016,550.431,3
DK-13090,Dave Kipp,CA-2017-117807,10/1/2017,104.85,4
DK-13090,Dave Kipp,CA-2017-104913,11/18/2017,74.95,5
DK-13090,Dave Kipp,CA-2017-100622,11/3/2017,55.984,6
DK-13090,Dave Kipp,CA-2017-124940,2/21/2017,47.904,7
DK-13090,Dave Kipp,CA-2015-129098,10/9/2015,30.84,8
DK-13090,Dave Kipp,CA-2017-100622,11/3/2017,10.688,9
DK-13090,Dave Kipp,CA-2016-134334,2/14/2016,10.56,10
DK-13090,Dave Kipp,CA-2016-134334,2/14/2016,7.98,11
DK-13090,Dave Kipp,CA-2016-134334,2/14/2016,4.77,12
DK-13090,Dave Kipp,CA-2017-100622,11/3/2017,4.086,13
DK-13150,David Kendrick,CA-2014-166191,12/5/2014,408.744,1
DK-13150,David Kendrick,CA-2017-102197,12/20/2017,279.9,2
DK-13150,David Kendrick,CA-2017-102197,12/20/2017,50.352,3
DK-13150,David Kendrick,CA-2017-102197,12/20/2017,34.02,4
DK-13150,David Kendrick,CA-2014-166191,12/5/2014,24.816,5
DK-13225,Dean Katz,CA-2017-100650,6/29/2017,1295.78,1
DK-13225,Dean Katz,CA-2016-127138,3/12/2016,770.352,2
DK-13225,Dean Katz,CA-2016-168543,7/3/2016,706.86,3
DK-13225,Dean Katz,CA-2016-127138,3/12/2016,676.55,4
DK-13225,Dean Katz,CA-2015-122756,12/3/2015,482.34,5
DK-13225,Dean Katz,CA-2016-130288,11/26/2016,313.176,6
DK-13225,Dean Katz,CA-2015-113173,11/15/2015,250.272,7
DK-13225,Dean Katz,CA-2016-127138,3/12/2016,154.9,8
DK-13225,Dean Katz,CA-2016-127138,3/12/2016,30.56,9
DK-13225,Dean Katz,CA-2016-155481,9/1/2016,30.48,10
DK-13225,Dean Katz,CA-2016-155481,9/1/2016,23.988,11
DK-13225,Dean Katz,CA-2016-155481,9/1/2016,16.688,12
DK-13225,Dean Katz,CA-2015-113173,11/15/2015,11.364,13
DK-13225,Dean Katz,CA-2014-157623,3/14/2014,10.56,14
DK-13225,Dean Katz,CA-2015-113173,11/15/2015,8.72,15
DK-13225,Dean Katz,CA-2017-105480,12/20/2017,6.984,16
DK-13225,Dean Katz,CA-2017-105480,12/20/2017,6.48,17
DK-13225,Dean Katz,CA-2014-157623,3/14/2014,3.38,18
DK-13225,Dean Katz,CA-2015-122756,12/3/2015,2.96,19
DK-13375,Dennis Kane,US-2016-111290,7/22/2016,965.85,1
DK-13375,Dennis Kane,CA-2015-131884,12/6/2015,485.94,2
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,428.4,3
DK-13375,Dennis Kane,CA-2014-100006,9/7/2014,377.97,4
DK-13375,Dennis Kane,CA-2017-133046,7/27/2017,234.95,5
DK-13375,Dennis Kane,CA-2017-166835,11/12/2017,221.024,6
DK-13375,Dennis Kane,US-2016-111290,7/22/2016,109.95,7
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,87.71,8
DK-13375,Dennis Kane,CA-2015-131884,12/6/2015,70.686,9
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,69.52,10
DK-13375,Dennis Kane,CA-2015-131884,12/6/2015,37.376,11
DK-13375,Dennis Kane,US-2016-111290,7/22/2016,32.4,12
DK-13375,Dennis Kane,US-2016-111290,7/22/2016,29.2,13
DK-13375,Dennis Kane,CA-2017-133046,7/27/2017,26.2,14
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,24.75,15
DK-13375,Dennis Kane,CA-2015-145065,12/12/2015,24.448,16
DK-13375,Dennis Kane,CA-2017-133046,7/27/2017,23.88,17
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,20.784,18
DK-13375,Dennis Kane,CA-2017-133046,7/27/2017,12.96,19
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,12.816,20
DK-13375,Dennis Kane,US-2016-139087,7/17/2016,12.42,21
DK-13375,Dennis Kane,CA-2015-145065,12/12/2015,7.86,22
DK-13375,Dennis Kane,CA-2017-165099,12/11/2017,1.392,23
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,483.136,1
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,479.976,2
DL-12865,Dan Lawera,CA-2016-154060,5/2/2016,187.056,3
DL-12865,Dan Lawera,CA-2016-102456,2/27/2016,170.88,4
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,44.736,5
DL-12865,Dan Lawera,CA-2014-165974,6/29/2014,32.76,6
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,29.6,7
DL-12865,Dan Lawera,CA-2015-156524,11/20/2015,19.65,8
DL-12865,Dan Lawera,CA-2014-143182,10/15/2014,15.384,9
DL-12865,Dan Lawera,US-2017-146878,9/21/2017,12.294,10
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,10.9,11
DL-12865,Dan Lawera,CA-2017-154718,1/19/2017,6.0,12
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,5.76,13
DL-12865,Dan Lawera,US-2016-125402,9/25/2016,4.98,14
DL-12925,Daniel Lacy,US-2014-115196,9/9/2014,1299.99,1
DL-12925,Daniel Lacy,US-2014-137155,11/1/2014,533.94,2
DL-12925,Daniel Lacy,CA-2015-136798,5/8/2015,377.97,3
DL-12925,Daniel Lacy,CA-2015-134747,10/12/2015,263.96,4
DL-12925,Daniel Lacy,CA-2015-112571,9/22/2015,204.6,5
DL-12925,Daniel Lacy,US-2014-137155,11/1/2014,167.94,6
DL-12925,Daniel Lacy,CA-2015-134747,10/12/2015,135.72,7
DL-12925,Daniel Lacy,CA-2015-136798,5/8/2015,123.96,8
DL-12925,Daniel Lacy,CA-2017-121615,11/3/2017,52.4,9
DL-12925,Daniel Lacy,CA-2015-136798,5/8/2015,43.98,10
DL-12925,Daniel Lacy,US-2014-137155,11/1/2014,31.68,11
DL-12925,Daniel Lacy,CA-2017-121615,11/3/2017,14.94,12
DL-12925,Daniel Lacy,CA-2015-134747,10/12/2015,12.56,13
DL-12925,Daniel Lacy,CA-2017-121615,11/3/2017,8.56,14
DL-13315,Delfina Latchford,CA-2016-146941,12/10/2016,361.92,1
DL-13315,Delfina Latchford,CA-2017-145226,12/8/2017,272.94,2
DL-13315,Delfina Latchford,CA-2014-115791,1/16/2014,127.104,3
DL-13315,Delfina Latchford,CA-2014-115791,1/16/2014,124.2,4
DL-13315,Delfina Latchford,CA-2017-145226,12/8/2017,109.48,5
DL-13315,Delfina Latchford,CA-2016-149783,9/4/2016,87.168,6
DL-13315,Delfina Latchford,CA-2016-146941,12/10/2016,80.58,7
DL-13315,Delfina Latchford,CA-2014-154165,2/17/2014,54.208,8
DL-13315,Delfina Latchford,CA-2017-155159,11/25/2017,48.87,9
DL-13315,Delfina Latchford,US-2017-114034,1/3/2017,38.88,10
DL-13315,Delfina Latchford,CA-2017-145226,12/8/2017,31.92,11
DL-13315,Delfina Latchford,CA-2016-149783,9/4/2016,31.744,12
DL-13315,Delfina Latchford,CA-2014-115791,1/16/2014,30.072,13
DL-13315,Delfina Latchford,CA-2017-145226,12/8/2017,19.44,14
DL-13315,Delfina Latchford,CA-2014-115791,1/16/2014,18.588,15
DL-13315,Delfina Latchford,CA-2016-149783,9/4/2016,12.192,16
DL-13315,Delfina Latchford,CA-2014-108182,2/6/2014,8.952,17
DL-13330,Denise Leinenbach,CA-2015-109337,11/21/2015,393.54,1
DL-13330,Denise Leinenbach,CA-2015-109337,11/21/2015,83.9,2
DL-13330,Denise Leinenbach,CA-2017-143329,11/3/2017,41.37,3
DL-13330,Denise Leinenbach,US-2014-130358,6/23/2014,20.016,4
DL-13330,Denise Leinenbach,CA-2015-109337,11/21/2015,19.75,5
DL-13330,Denise Leinenbach,CA-2016-125815,10/28/2016,12.42,6
DL-13330,Denise Leinenbach,CA-2015-109337,11/21/2015,10.92,7
DL-13330,Denise Leinenbach,US-2014-130358,6/23/2014,3.104,8
