customer_id,customer_name,order_id,product_name,sales
SW-20455,Shaun Weien,CA-2015-153423,GBC Ibimaster 500 Manual ProClick Binding System,1217.568
RA-19885,Ruben Ausman,US-2014-118997,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92
TS-21610,Troy Staebel,CA-2017-105214,Hon Multipurpose Stacking Arm Chairs,1212.96
KH-16360,Katherine Hughes,US-2017-158526,DMI Arturo Collection Mission-style Design Wood Chair,1207.84
CC-12610,Corey Catlett,CA-2014-124688,Bretford CR8500 Series Meeting Room Furniture,1202.94
LR-16915,Lena Radford,CA-2014-131450,Sharp AL-1530CS Digital Copier,1199.976
EB-14110,Eugene Barchas,CA-2016-121370,Sharp AL-1530CS Digital Copier,1199.976
RA-19285,Ralph Arnett,CA-2015-111780,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96
EK-13795,Eileen Kiefer,CA-2014-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33
LL-16840,Lauren Leatherbury,CA-2015-137974,Tenex Antistatic Computer Chair Mats,1196.86
AJ-10795,Anthony Johnson,CA-2017-142342,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165
CV-12295,Christina VanderZanden,US-2014-137869,Hon 94000 Series Round Tables,1184.72
MH-18115,Mick Hernandez,CA-2017-121839,Apple iPhone 5,1169.694
SC-20440,Shaun Chance,CA-2015-103835,Hoover Upright Vacuum With Dirt Cup,1158.12
MH-17620,Matt Hagelstein,CA-2017-130841,Wilson Electronics DB Pro Signal Booster,1145.6
PK-18910,Paul Knutson,CA-2016-158099,GBC Ibimaster 500 Manual ProClick Binding System,1141.47
CK-12325,Christine Kargatis,US-2014-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92
KN-16705,Kristina Nunn,CA-2017-126067,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75
RS-19420,Ricardo Sperren,US-2014-117968,Hon GuestStacker Chair,1133.35
CH-12070,Cathy Hwang,CA-2016-109344,Samsung Galaxy S4 Mini,1127.976
TG-21640,Trudy Glocke,CA-2014-130428,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.488
JL-15850,John Lucas,CA-2015-142944,Canon PC1060 Personal Laser Copier,1119.984
BP-11185,Ben Peterman,CA-2017-130036,Logitech Wireless Headset h800,1119.888
AW-10930,Arthur Wiediger,CA-2016-136812,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
MP-18175,Mike Pelletier,CA-2014-119151,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
MG-18145,Mike Gockenbach,CA-2017-108574,Logitech G19 Programmable Gaming Keyboard,1115.91
SC-20725,Steven Cartwright,US-2015-161991,Bose SoundLink Bluetooth Speaker,1114.4
RW-19630,Rob Williams,CA-2016-142958,Bretford CR4500 Series Slim Rectangular Table,1114.272
BS-11590,Brendan Sweed,CA-2014-106376,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
LB-16795,Laurel Beltran,US-2016-155768,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94
BT-11395,Bill Tyler,CA-2015-110016,"Global High-Back Leather Tilter, Burgundy",1106.91
PF-19225,Phillip Flathmann,CA-2016-114972,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48
GD-14590,Giulietta Dortch,CA-2017-150420,Plantronics Audio 995 Wireless Stereo Headset,1099.5
GH-14485,Gene Hale,CA-2016-117590,GE 30524EE4,1097.544
MG-17650,Matthew Grinstein,CA-2014-166471,Cisco Unified IP Phone 7945G VoIP phone,1091.168
JP-15520,Jeremy Pistek,CA-2017-117324,Hoover WindTunnel Plus Canister Vacuum,1089.75
DH-13075,Dave Hallsten,CA-2015-159534,Fellowes PB200 Plastic Comb Binding Machine,1087.936
MD-17350,Maribeth Dona,CA-2014-114251,Tennsco Double-Tier Lockers,1080.096
RB-19705,Roger Barcio,CA-2017-152975,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85
TB-21625,Trudy Brown,US-2017-165456,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316
KN-16450,Kean Nguyen,CA-2014-154599,Pyle PMP37LED,1075.088
LC-17140,Logan Currie,CA-2017-162789,WD My Passport Ultra 2TB Portable External Hard Drive,1071.0
PM-18940,Paul MacIntyre,CA-2016-102092,"Iceberg OfficeWorks 42"" Round Tables",1056.86
MY-18295,Muhammed Yedwab,CA-2014-105984,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97
RD-19585,Rob Dowd,CA-2014-164315,Motorola Droid Maxx,1049.93
EJ-13720,Ed Jacobs,CA-2017-123085,Imation Bio 2GB USB Flash Drive Imation Corp,1049.44
RB-19465,Rick Bensley,CA-2016-115917,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
LS-16975,Lindsay Shagiari,CA-2017-117702,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
FM-14215,Filia McAdams,US-2017-164056,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35
EB-13870,Emily Burns,CA-2015-106320,Bretford CR4500 Series Slim Rectangular Table,1044.63
SG-20470,Sheri Gordon,US-2017-102890,Bretford CR4500 Series Slim Rectangular Table,1044.63
MK-17905,Michael Kennedy,CA-2016-155516,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
JP-15460,Jennifer Patt,CA-2016-158001,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8
CK-12205,Chloris Kastensmidt,CA-2017-110443,"3D Systems Cube Printer, 2nd Generation, White",1039.992
JO-15280,Jas O'Carroll,CA-2015-130890,"Bevis Round Bullnose 29"" High Table Top",1038.84
BF-11020,Barry Französisch,CA-2015-145758,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8
JM-15265,Janet Molinari,CA-2016-105816,AT&T CL83451 4-Handset Telephone,1029.95
GR-14560,Georgia Rosenberg,US-2014-123183,Sauder Inglewood Library Bookcases,1025.88
AS-10090,Adam Shillingsburg,CA-2015-127509,Bevis Round Conference Table Top & Single Column Base,1024.38
AG-10900,Arthur Gainer,US-2014-119137,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936
BP-11230,Benjamin Patterson,CA-2015-135174,Cisco Unified IP Phone 7945G VoIP phone,1022.97
TG-21310,Toby Gnade,CA-2016-146633,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792
KB-16585,Ken Black,CA-2014-153913,Hon Olson Stacker Stools,1013.832
TD-20995,Tamara Dahlen,US-2016-167339,Global Ergonomic Managers Chair,1013.488
PO-19180,Philisse Overcash,CA-2016-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
PC-19000,Pauline Chand,CA-2015-153388,Hon 2111 Invitation Series Corner Table,1004.976
GH-14410,Gary Hansen,CA-2017-163006,Samsung Galaxy S4,1001.584
NP-18685,Nora Pelletier,CA-2015-156104,Hewlett Packard 610 Color Digital Copier / Printer,999.98
CB-12025,Cassandra Brandow,CA-2015-146563,"Hot File 7-Pocket, Floor Stand",999.432
BT-11680,Brian Thompson,CA-2014-121629,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85
CC-12685,Craig Carroll,CA-2015-140984,Economy Rollaway Files,991.2
BP-11155,Becky Pak,CA-2015-158491,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97
MN-17935,Michael Nguyen,CA-2017-100097,Plantronics Calisto P620-M USB Wireless Speakerphone System,979.95
KM-16720,Kunst Miller,CA-2017-167395,GE 30524EE4,979.95
MC-17275,Marc Crier,CA-2014-107818,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
GZ-14470,Gary Zandusky,CA-2016-131737,Electrix Halogen Magnifier Lamp,971.5
DP-13105,Dave Poirier,CA-2016-162390,Ibico EB-19 Dual Function Manual Binding System,968.744
KT-16465,Kean Takahito,CA-2014-146283,SAFCO Arco Folding Chair,966.7
DK-13375,Dennis Kane,US-2016-111290,Fellowes Staxonsteel Drawer Files,965.85
CS-11845,Cari Sayre,CA-2017-131828,"Global Leather and Oak Executive Chair, Black",963.136
JW-16075,Julia West,CA-2015-120621,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08
AH-10195,Alan Haines,CA-2016-112697,Premier Automatic Letter Opener,961.48
DB-13615,Doug Bickford,CA-2015-137946,Hewlett Packard LaserJet 3310 Copier,959.984
SU-20665,Stephanie Ulpright,CA-2017-157966,Hewlett Packard LaserJet 3310 Copier,959.984
DK-13090,Dave Kipp,CA-2017-100622,Canon Image Class D660 Copier,959.984
EB-13975,Erica Bern,US-2016-164630,Hewlett Packard 310 Color Digital Copier,959.968
SO-20335,Sean O'Donnell,US-2015-108966,Bretford CR4500 Series Slim Rectangular Table,957.5775
EP-13915,Emily Phan,US-2016-131611,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
SV-20815,Stuart Van,CA-2015-126697,ShoreTel ShorePhone IP 230 VoIP phone,946.344
SH-20395,Shahid Hopkins,CA-2014-165764,Hon Racetrack Conference Tables,945.036
DB-13555,Dorothy Badders,CA-2017-115882,3.6 Cubic Foot Counter Height Office Refrigerator,942.784
JL-15130,Jack Lebron,CA-2017-150910,"Bevis Round Bullnose 29"" High Table Top",934.956
FH-14275,Frank Hawley,CA-2017-104640,Fellowes PB300 Plastic Comb Binding Machine,931.176
CC-12670,Craig Carreira,CA-2017-112753,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235
NF-18595,Nicole Fjeld,US-2015-139675,Global Deluxe High-Back Manager's Chair,915.136
DB-12910,Daniel Byrd,CA-2016-101672,Global Deluxe High-Back Manager's Chair,915.136
TS-21655,Trudy Schmidt,CA-2017-147207,"Bevis Oval Conference Table, Walnut",913.43
CA-12265,Christina Anderson,CA-2015-120362,"Lesro Round Back Collection Coffee Table, End Table",912.75
MD-17860,Michael Dominguez,CA-2017-154410,SAFCO Boltless Steel Shelving,909.12
JM-15250,Janet Martin,CA-2017-128853,"Global Fabric Manager's Chair, Dark Gray",908.82
BS-11380,Bill Stewart,US-2017-112347,Hon GuestStacker Chair,906.68
CR-12730,Craig Reiter,CA-2017-116519,Avanti 4.4 Cu. Ft. Refrigerator,904.9
MC-18130,Mike Caudle,CA-2016-129868,Bretford Rectangular Conference Table Tops,902.712
EJ-14155,Eva Jacobs,CA-2016-142594,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95
JK-16120,Julie Kriz,CA-2016-150945,Tennsco Double-Tier Lockers,900.08
DV-13465,Dianna Vittorini,CA-2015-146486,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95
DR-12880,Dan Reichenbach,CA-2015-103933,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91
MP-17470,Mark Packer,CA-2015-102281,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136
AB-10600,Ann Blume,US-2017-155425,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,899.136
AT-10435,Alyssa Tate,CA-2017-102407,Bevis 36 x 72 Conference Tables,896.328
CY-12745,Craig Yedwab,CA-2017-130302,Logitech Wireless Gaming Headset G930,895.944
WB-21850,William Brown,CA-2017-138149,GBC DocuBind TL200 Manual Binding Machine,895.92
BT-11530,Bradley Talbott,CA-2017-117212,GuestStacker Chair with Chrome Finish Legs,892.224
DB-13210,Dean Braden,CA-2016-158778,Global Comet Stacking Arm Chair,887.271
NS-18505,Neola Schneider,CA-2017-153045,Global Comet Stacking Arm Chair,887.271
DP-13165,David Philippe,CA-2014-112158,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92
LT-17110,Liz Thompson,US-2014-165659,Adtran 1202752G1,881.93
SW-20275,Scott Williamson,CA-2016-127761,BlackBerry Q10,881.93
ER-13855,Elpida Rittenbach,CA-2016-162236,BPI Conference Tables,876.3
DK-12835,Damala Kotsonis,CA-2017-139199,Global Executive Mid-Back Manager's Chair,872.94
CT-11995,Carol Triggs,CA-2014-166086,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
CD-12790,Cynthia Delaney,CA-2016-124352,Hoover Upright Vacuum With Dirt Cup,868.59
DB-12970,Darren Budd,CA-2016-110975,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646
LC-17050,Liz Carlisle,CA-2016-118514,Hon Multipurpose Stacking Arm Chairs,866.4
MV-18190,Mike Vittorini,CA-2016-127698,Jabra Supreme Plus Driver Edition Headset,863.928
JR-15700,Jocasta Rupert,CA-2017-117079,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88
RD-19900,Ruben Dartt,CA-2016-140382,Nortel Meridian M3904 Professional Digital phone,862.344
KD-16345,Katherine Ducich,CA-2015-145814,Aastra 6757i CT Wireless VoIP phone,861.76
DK-12895,Dana Kaydos,CA-2015-105627,Hon Mobius Operator's Chair,860.93
FA-14230,Frank Atkinson,CA-2017-122364,Wilson Electronics DB Pro Signal Booster,859.2
SB-20170,Sarah Bern,CA-2017-108441,Safco Contoured Stacking Chairs,858.24
CV-12805,Cynthia Voltz,US-2016-144057,"Hot File 7-Pocket, Floor Stand",856.656
LS-16945,Linda Southworth,CA-2016-114727,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352
BE-11455,Brad Eason,US-2017-166324,Tennsco 6- and 18-Compartment Lockers,848.544
JH-16180,Justin Hirsh,CA-2015-138898,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728
BG-11695,Brooke Gillingham,US-2016-162852,"Global Manager's Adjustable Task Chair, Storm",845.488
SV-20785,Stewart Visinsky,CA-2015-112130,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116
JK-15625,Jim Karlsson,CA-2015-113152,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9
AP-10915,Arthur Prichep,CA-2016-168893,Global Adaptabilities Conference Tables,842.94
DN-13690,Duane Noonan,CA-2016-114860,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72
JL-15175,James Lanier,CA-2017-128734,Global Leather Executive Chair,842.376
JF-15355,Jay Fein,CA-2015-132486,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,842.352
AH-10075,Adam Hart,CA-2016-149797,GBC DocuBind 300 Electric Binding Machine,841.568
NZ-18565,Nick Zandusky,US-2014-106299,Smead Adjustable Mobile File Trolley with Lockable Top,838.38
MS-17770,Maxwell Schwartz,CA-2016-150350,Okidata C331dn Printer,837.6
MG-17695,Maureen Gnade,US-2016-142685,Compact Automatic Electric Letter Opener,835.17
KH-16330,Katharine Harms,CA-2014-140396,Toshiba IPT2010-SD IP Telephone,833.94
ML-17410,Maris LaWare,CA-2014-125556,Polycom SoundPoint Pro SE-225 Corded phone,832.93
RK-19300,Ralph Kennedy,CA-2015-160472,Imation Bio 8GB USB Flash Drive Imation Corp,831.2
PJ-18835,Patrick Jones,CA-2015-154746,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11
JM-16195,Justin MacKendrick,CA-2014-160094,Economy Rollaway Files,826.0
GM-14455,Gary Mitchum,CA-2017-151981,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95
ZD-21925,Zuschuss Donatelli,CA-2016-152471,Jabra SPEAK 410 Multidevice Speakerphone,823.96
SC-20680,Steve Carroll,US-2015-164308,AT&T 1080 Phone,821.94
EB-14170,Evan Bailliet,CA-2014-111962,Fellowes Super Stor/Drawer Files,807.75
BW-11200,Ben Wallace,CA-2014-109897,BlackBerry Q10,806.336
MY-17380,Maribeth Yedwab,US-2016-105578,Global Troy Executive Leather Low-Back Tilter,801.568
ME-18010,Michelle Ellison,CA-2014-116932,Global Troy Executive Leather Low-Back Tilter,801.568
MA-17560,Matt Abelman,CA-2015-143105,Hewlett Packard 610 Color Digital Copier / Printer,799.984
FH-14350,Fred Harton,CA-2017-104801,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
JM-15535,Jessica Myrick,CA-2016-157259,Luxo Adjustable Task Clamp Lamp,799.56
MG-17875,Michael Grace,CA-2015-124975,Hon Rectangular Conference Tables,796.425
DM-12955,Dario Medina,CA-2014-141649,Eureka Sanitaire  Commercial Upright,795.408
LR-17035,Lisa Ryan,CA-2015-102876,Samsung Galaxy Note 3,791.964
JC-15385,Jenna Caffey,CA-2017-108560,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48
JS-15595,Jill Stevenson,CA-2016-153318,Panasonic KX-TG9471B,783.96
CL-11890,Carl Ludwig,CA-2017-121888,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
BS-11755,Bruce Stewart,CA-2014-103373,Apple iPhone 5,779.796
MH-17290,Marc Harrigan,US-2017-141558,Nortel Meridian M5316 Digital phone,776.85
DM-13525,Don Miller,CA-2015-132465,Fellowes Staxonsteel Drawer Files,772.68
JE-15475,Jeremy Ellison,CA-2016-133795,Logitech P710e Mobile Speakerphone,772.47
TB-21190,Thomas Brumley,CA-2014-163447,"Global Push Button Manager's Chair, Indigo",767.214
MM-18055,Michelle Moray,US-2017-124968,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625
MC-18100,Mick Crebagga,CA-2014-101602,"Lifetime Advantage Folding Chairs, 4/Carton",763.28
SN-20560,Skye Norling,CA-2017-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
VB-21745,Victoria Brennan,CA-2016-120369,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
LW-17125,Liz Willingham,CA-2016-157280,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
TB-21595,Troy Blackwell,CA-2016-156300,"Global Leather & Oak Executive Chair, Burgundy",754.45
JL-15235,Janet Lee,CA-2017-137631,Samsung Galaxy S4 Mini,751.984
SJ-20500,Shirley Jackson,CA-2016-157336,Hon Every-Day Series Multi-Task Chairs,751.92
EH-14125,Eugene Hildebrand,US-2015-154389,LG Exalt,748.752
CS-12400,Christopher Schild,CA-2016-133816,ClearOne CHATAttach 160 - speaker phone,743.988
RB-19435,Richard Bierner,CA-2017-153871,Ibico Ibimaster 300 Manual Binding System,735.98
CG-12520,Claire Gute,CA-2016-152156,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94
MH-17785,Maya Herman,CA-2014-124702,"Lesro Round Back Collection Coffee Table, End Table",730.2
NC-18625,Noah Childs,US-2016-100839,Hon 5100 Series Wood Tables,727.45
MO-17800,Meg O'Connel,CA-2017-157931,Global Ergonomic Managers Chair,723.92
HZ-14950,Henia Zydlo,CA-2017-124765,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92
MO-17500,Mary O'Rourke,CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352
DV-13045,Darrin Van Huff,CA-2017-168389,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875
SC-20770,Stewart Carmichael,CA-2017-112529,"Bush Andora Conference Table, Maple/Graphite Gray Finish",718.116
KD-16615,Ken Dana,US-2015-129007,Global Comet Stacking Armless Chair,717.72
JR-16210,Justin Ritter,CA-2015-142202,Enermax Acrylux Wireless Keyboard,717.12
SC-20695,Steve Chapman,CA-2015-158659,Letter Size Cart,714.3
JC-15775,John Castell,CA-2016-118626,HTC One Mini,705.544
NC-18340,Nat Carroll,CA-2017-111332,Fellowes High-Stak Drawer Files,704.76
RH-19555,Ritsa Hightower,CA-2016-164574,Fellowes High-Stak Drawer Files,704.76
JG-15805,John Grady,CA-2016-100790,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
ME-17725,Max Engle,CA-2017-143756,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96
RP-19855,Roy Phan,CA-2015-154326,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98
AC-10420,Alyssa Crouse,CA-2014-129924,Hon 5100 Series Wood Tables,698.352
JG-15310,Jason Gross,CA-2017-119578,Premier Electric Letter Opener,695.16
BF-11215,Benjamin Farhat,CA-2016-154662,"Bush Cubix Conference Tables, Fully Assembled",692.94
HR-14770,Hallie Redmond,CA-2015-103954,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4
CC-12475,Cindy Chapman,CA-2016-158260,Okidata B400 Printer,686.4
PH-18790,Patricia Hirasaki,CA-2017-113558,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952
BC-11125,Becky Castell,CA-2017-113530,"Situations Contoured Folding Chairs, 4/Set",681.408
CM-12115,Chad McGuire,CA-2017-100524,Polycom SoundPoint IP 450 VoIP phone,677.58
BD-11725,Bruce Degenhardt,CA-2017-146192,Tennsco Double-Tier Lockers,675.06
MC-17605,Matt Connell,US-2014-161613,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058
HA-14920,Helen Andreada,CA-2015-110744,Safco Industrial Wire Shelving,671.93
AH-10030,Aaron Hawkins,CA-2015-130113,Geemarc AmpliPOWER60,668.16
ML-17755,Max Ludwig,US-2017-120089,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936
TS-21505,Tony Sayre,CA-2014-134551,SAFCO Arco Folding Chair,662.88
AF-10870,Art Ferguson,CA-2016-146934,Eureka Sanitaire  Commercial Upright,662.84
BF-11005,Barry Franz,CA-2017-103380,Mitel MiVoice 5330e IP Phone,659.976
Dl-13600,Dorris liebe,CA-2016-120530,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746
RB-19330,Randy Bradley,CA-2014-159835,Hon Every-Day Series Multi-Task Chairs,657.93
CK-12760,Cyma Kinney,US-2017-117247,"Bevis Oval Conference Table, Walnut",652.45
TP-21565,Tracy Poddar,CA-2016-163328,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352
SC-20575,Sonia Cooley,CA-2014-136644,"Global Geo Office Task Chair, Gray",647.84
LM-17065,Liz MacKendrick,US-2015-120161,Fellowes Officeware Wire Shelving,646.776
CS-12250,Chris Selesnick,CA-2014-162775,Plantronics S12 Corded Telephone Headset System,646.74
DK-12985,Darren Koutras,CA-2014-163034,Fellowes Super Stor/Drawer Files,646.2
BV-11245,Benjamin Venier,CA-2015-156734,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.136
LE-16810,Laurel Elliston,CA-2016-157245,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
LH-16900,Lena Hernandez,US-2014-156559,"Hon Metal Bookcases, Gray",638.82
AJ-10945,Ashley Jarboe,CA-2017-133004,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73
BP-11290,Beth Paige,CA-2016-142398,Hon Comfortask Task/Swivel Chairs,638.288
CC-12220,Chris Cortes,CA-2016-145730,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896
SZ-20035,Sam Zeldin,CA-2015-154284,Enermax Acrylux Wireless Keyboard,637.44
VF-21715,Vicky Freymann,CA-2014-113880,Novimex Swivel Fabric Task Chair,634.116
TB-21250,Tim Brockman,CA-2015-141040,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96
MM-17260,Magdelene Morse,CA-2016-120355,Global Leather Executive Chair,631.782
GW-14605,Giulietta Weimer,CA-2017-155075,GBC DocuBind 300 Electric Binding Machine,631.176
ON-18715,Odella Nelson,CA-2016-130820,Hon Racetrack Conference Tables,630.024
SK-19990,Sally Knutson,CA-2017-119193,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
KB-16600,Ken Brennan,CA-2017-159156,Nokia Lumia 925,629.95
GM-14500,Gene McClure,CA-2015-127173,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93
CC-12100,Chad Cunningham,CA-2014-136399,GE 30524EE4,627.168
MB-18085,Mick Brown,CA-2017-144498,GE 30524EE4,627.168
RD-19930,Russell D'Ascenzo,CA-2015-139248,Motorola L703CM,623.96
DS-13180,David Smith,CA-2015-163055,Bevis 36 x 72 Conference Tables,622.45
CS-12355,Christine Sundaresam,CA-2015-142755,Logitech G19 Programmable Gaming Keyboard,619.95
CM-12190,Charlotte Melton,CA-2017-146164,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52
LS-17200,Luke Schmidt,CA-2014-115084,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34
PO-18865,Patrick O'Donnell,CA-2014-120838,Ooma Telo VoIP Home Phone System,604.752
PB-19105,Peter Bühler,CA-2014-128888,Ames Color-File Green Diamond Border X-ray Mailers,604.656
TZ-21580,Tracy Zic,CA-2014-163419,"Global Airflow Leather Mesh Back Chair, Black",603.92
VS-21820,Vivek Sundaresam,US-2015-165512,"Global High-Back Leather Tilter, Burgundy",602.651
KM-16225,Kalyca Meade,CA-2015-108665,Iceberg Mobile Mega Data/Printer Cart ,601.65
JS-16030,Joy Smith,CA-2017-163265,Global Deluxe High-Back Manager's Chair,600.558
EA-14035,Erin Ashbrook,CA-2015-158939,Canon PC1080F Personal Copier,599.99
KE-16420,Katrina Edelman,US-2015-166520,Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9
KN-16390,Katherine Nockton,CA-2015-154823,Global Commerce Series High-Back Swivel/Tilt Chairs,598.458
TS-21160,Theresa Swint,CA-2015-149342,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38
ML-18040,Michelle Lonsdale,CA-2017-168655,WD My Passport Ultra 2TB Portable External Hard Drive,595.0
PG-18820,Patrick Gardner,CA-2016-103464,WD My Passport Ultra 2TB Portable External Hard Drive,595.0
DB-13660,Duane Benoit,CA-2017-121853,GuestStacker Chair with Chrome Finish Legs,594.816
CW-11905,Carl Weiss,CA-2017-152436,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",592.74
NL-18310,Nancy Lomonaco,US-2017-163790,GBC Therma-A-Bind 250T Electric Binding System,590.352
JR-15670,Jim Radford,US-2015-103471,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058
EH-14185,Evan Henry,CA-2016-167115,Ibico Ibimaster 300 Manual Binding System,588.784
CS-11950,Carlos Soltero,US-2014-141257,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
BP-11095,Bart Pistole,CA-2014-162992,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8
NG-18355,Nat Gilpin,CA-2017-120019,Fellowes Staxonsteel Drawer Files,579.51
SW-20755,Steven Ward,CA-2016-137050,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136
HA-14905,Helen Abelman,CA-2017-130141,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136
SC-20020,Sam Craven,CA-2015-147690,Iceberg Mobile Mega Data/Printer Cart ,577.584
LW-16825,Laurel Workman,CA-2014-160773,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
JK-15370,Jay Kimmel,CA-2016-122581,"Leather Task Chair, Black",573.174
EM-13960,Eric Murdock,CA-2015-156566,Wilson Electronics DB Pro Signal Booster,572.8
CM-11815,Candace McMahon,CA-2017-121489,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
MK-18160,Mike Kennedy,CA-2017-128755,Letter Size Cart,571.44
PR-18880,Patrick Ryan,US-2017-109253,Chromcraft Rectangular Conference Tables,568.728
PN-18775,Parhena Norris,CA-2016-138597,Hon Every-Day Series Multi-Task Chairs,563.94
