customer_id,customer_name,highest_order_value
LS-17230,Lycoris Saunders,197.372
KM-16660,Khloe Miller,196.776
AG-10330,Alex Grayson,182.55
HE-14800,Harold Engle,174.95
CD-12280,Christina DeMoss,169.68
BN-11470,Brad Norvell,166.84
HJ-14875,Heather Jas,163.88
AO-10810,Anthony O'Donnell,161.28
SC-20800,Stuart Calhoun,159.984
EM-14065,Erin Mull,159.98
MG-17890,Michael Granlund,156.792
BD-11560,Brendan Dodson,151.96
NB-18580,Nicole Brennan,143.952
AS-10240,Alan Shonely,142.776
ST-20530,Shui Tom,139.44
JD-16015,Joy Daniels,132.6
VM-21835,Vivian Mathis,129.98
BO-11425,Bobby Odegard,124.75
JH-15430,Jennifer Halladay,120.0
DW-13540,Don Weiss,119.96
JJ-15760,Joel Jenkins,119.96
AG-10765,Anthony Garverick,113.1
HH-15010,Hilary Holden,109.92
LH-17020,Lisa Hazard,107.982
SM-20005,Sally Matthias,106.344
JM-15580,Jill Matthias,105.552
GP-14740,Guy Phonely,104.9
HD-14785,Harold Dahlen,104.58
EH-13945,Eric Hoffmann,100.704
AY-10555,Andy Yotov,97.184
BF-11080,Bart Folk,94.85
PT-19090,Pete Takahito,93.456
AR-10510,Andrew Roberts,89.97
EL-13735,Ed Ludwig,86.62
PL-18925,Paul Lucas,83.976
DD-13570,Dorothy Dickinson,79.984
ML-18265,Muhammed Lee,79.98
GH-14665,Greg Hansen,78.8528
RM-19750,Roland Murray,71.97
AG-10390,Allen Goldenen,71.28
PB-19210,Phillip Breyer,69.93
GT-14755,Guy Thornton,61.06
RB-19645,Robert Barroso,58.58
CM-12445,Chuck Magee,56.686
AR-10570,Anemone Ratner,51.75
MO-17950,Michael Oakman,50.12
KS-16300,Karen Seio,48.784
RE-19405,Ricardo Emerson,48.36
CC-12550,Clay Cheatham,47.976
JC-15340,Jasper Cacioppo,47.94
FW-14395,Fred Wasserman,43.6
AS-10135,Adrian Shami,41.28
DA-13450,Dianna Arnett,40.08
LB-16735,Larry Blacks,26.72
SG-20890,Susan Gilcrest,19.648
CJ-11875,Carl Jackson,16.52
MG-18205,Mitch Gastineau,12.32
RS-19870,Roy Skaria,9.648
LD-16855,Lela Donovan,5.304
TS-21085,Thais Sissman,2.808
